event_id,event_description
8608,"Subject's vehicle is decelerating in traffic.  A tractor-trailer begins turning into adjacent lane from the right side road just as subject's vehicle is passing.  Truck is making a wide turn, coming very close to Subject's vehicle.  Subject's vehicle brakes much harder, stops and steers slightly left to avoid truck."
8609,Subject driver is driving in a parking lot and a vehicle to her left is backing out of a parking space in front and to the left of the subject driver.  The subject driver sounds her horn and stops and the lead vehicle stops.
8610,"The subject driver is in a parking garage and does not see a vehicle crossing her path, possibly because the parked cars to her right were obstructing her view. Subject driver has to brake hard in response."
8611,"Subject driver is talking on phone and speeding.  As the road curves to the left, the vehicle veers off the road to the left and nearly hits a concrete barrier.  Also as part of this event, a vehicle in front of subject in the right lane starts to cross over in front of our subject.  That may be why subject veers to the left."
8612,Subject driver is driving on a two lane divided roadway when a vehicle enters the intersection from the left.  Subject driver steers right   She appears drowsy.
8613,It is night time and the lead vehicle pulls out of a parking lot in front of the subject driver's vehicle.
8614,Subject driver is trying to merge onto the interstate. Truck (enclosed box) next to her doesn't move over to let her in. She has to brake and steer a little to the right to give herself more time to merge. She almost has a conflict with guard rail on the right.
8615,Subject driver is looking down and dialing her phone. The lead vehicle decelerates and the subject vehicle nearly hits the lead vehicle in the rear.
8616,"Subject driver is driving on a two lane undivided roadway, when a vehicle pulls out from the right from a side street to make a left turn.  Subject driver must brake to avoid hitting the other vehicle."
8617,Subject driver is slowing down because the lead vehicle is stopped in the lane ahead.  Subject driver changes lanes (to the left lane) to pass the lead vehicle.  The lead vehicle then pulls out into the left lane in front of the subject vehicle. The subject vehicle almost hits the lead vehicle in the rear.
8618,Subject driver is waiting at an intersection to turn left into traffic.  He starts to go after a gap in the cross traffic opens up.  The vehicle he pulls behind (lead vehicle) brakes suddenly while the subject driver is still glancing out his right window checking for cross traffic.  The subject vehicle nearly hits the lead vehicle in the right rear.
8619,It is nighttime and the subject driver is driving with a passenger in the vehicle and in the left lane of a 4 lane undivided roadway.  A SUV in the right lane tries to change lanes and almost sideswipes the subject driver.  Subject driver applies her brakes and steers to the left.
8620,"Subject vehicle is driving through a parking lot, and subject is distracted and angry while talking on the cell phone.  Subject pulls into a parking space while speeding and brakes very hard to stop"
8621,"Subject driver is driving on the interstate in the rain and subject is distracted by holding the cell phone in the left hand and tuning the radio with the right hand.  Subject vehicle drives through some water and hydroplanes, subject grabs steering wheel, swerves, then gains control.  Changed variable ""Travel lanes"" after reviewing satellite map"
